GO_type,exp_string,GO_id,Description,GeneRatio,BgRatio,p.adjust,gene_names,l2fc
Biological process,L1_Imp,GO:0030029,actin filament-based process,108/1159,316/9160,6.428138846805686e-22,Cam/Pka-C1/chic/ed/ena/Actn/fog/Gbeta13F/Galphao/Khc/l(2)gl/Lam/Mlc2/osp/Prm/shi/sn/Btk29A/sqh/Tm1/fwd/svr/mys/Mlc-c/Ggamma1/hep/Rac1/Cdc42/cora/dia/cpb/Moe/ctp/shot/Arf51F/Rac2/Rho1/Mlp84B/Rab11/Abi/WASp/Scgdelta/moody/Cortactin/cib/siz/Kank/Akap200/GMF/seq/pigs/pod1/mthl1/Rab35/CAP/Dg/cpa/Slik/Cip4/Zasp66/RhoGAP71E/DCP2/zye/Mtl/neo/conu/Myo28B1/Atx2/mask/Pak3/smog/IRSp53/CG32264/Mrtf/form3/Lasp/tmod/CG34417/sif/chinmo/sls/puc/alpha-Spec/C3G/Pka-R1/Dys/flr/rhea/Ppcs/brun/pico/Bsg/Msp300/Arp3/Src64B/hts/nwk/sick/jvl/spoon/how/CG43901/Lst8/sau/Frl/vib/wupA/tyn,1.4335737859642002
Biological process,L1_Imp,GO:0030855,epithelial cell differentiation,117/1159,359/9160,7.332031320772344e-22,cact/csw/Lar/ed/emc/ena/fkh/fog/Galphao/kay/Khc/egh/dlg1/Catsup/mam/Myb/numb/peb/Ras85D/S/sgg/shi/sl/sn/sqh/trc/ttk/vn/ex/Rap1/drk/mys/Hrb27C/ci/Mbs/hep/Rac1/Cdc42/Akt1/cora/msn/dia/cpb/E2f1/CASK/Rab5/Rac2/Rho1/sty/Pi3K92E/Rala/Lis-1/rin/Rab11/Rab7/Rbf/Vang/apt/lama/spen/lig/Abi/WASp/Cortactin/CalpB/par-6/Ptpmeg2/Cdc7/GMF/pigs/slpr/Tao/Rab35/eIF3b/Cip4/CG13704/nudE/RhoGAP71E/Ssk/zye/ATP6AP2/sosie/Mtl/neo/Pax/mask/smog/Mrtf/Not1/puc/kra/bun/Nost/flr/rhea/par-1/Ppcs/nej/Dhc64C/aPKC/cic/Src64B/Fs(2)Ket/SERCA/scrib/sqd/jvl/spoon/AP-2alpha/smt3/kis/Hsc70-4/da/br/slmb/InR/tyn,1.3649917177381876
Biological process,L1_Imp,GO:0007416,synapse assembly,74/1159,171/9160,9.72446068883981e-22,ben/Lar/ena/Fas2/Galphao/Gs2/kay/dlg1/Atpalpha/pum/sesB/sgg/slo/stau/Ten-m/Gad1/Syn/pros/brat/Rac1/Cdc42/Akt1/Sdc/Sema1a/cpb/nmo/CASK/Nf1/Pi3K92E/Dad/caps/WASp/par-6/Fmr1/Tao/Syn2/Liprin-gamma/PIP5K59B/Eps-15/Cip4/Arl8/Nrx-1/plum/Cals/Kat60/Rheb/cpx/Fsn/Pak3/Synd/jeb/alpha-Spec/futsch/mnb/Mob4/par-1/nej/Ank2/aPKC/Tl/Rab8/Arp3/Src64B/cac/nwk/dysc/CaMKII/Patr-1/kis/Ten-a/unc-104/Pak/S6k/Imp,1.7740678827208867
Biological process,L1_Imp,GO:0002064,epithelial cell development,106/1159,309/9160,1.0948048501430163e-21,cact/csw/Lar/ed/emc/ena/fog/kay/Khc/egh/dlg1/Catsup/mam/Myb/peb/Ras85D/S/sgg/shi/sl/sqh/ttk/vn/ex/Rap1/drk/mys/Hrb27C/hep/Rac1/Cdc42/Akt1/msn/dia/cpb/E2f1/CASK/Rab5/Rac2/Rho1/sty/Pi3K92E/Rala/Lis-1/rin/Rab11/Rab7/Rbf/Vang/apt/lama/lig/Abi/WASp/Cortactin/CalpB/par-6/Ptpmeg2/Cdc7/GMF/pigs/slpr/Tao/Rab35/eIF3b/Cip4/CG13704/nudE/RhoGAP71E/Ssk/zye/sosie/neo/Pax/mask/smog/Mrtf/Not1/puc/kra/bun/Nost/flr/rhea/par-1/Ppcs/nej/Dhc64C/aPKC/cic/Src64B/Fs(2)Ket/SERCA/scrib/sqd/jvl/spoon/AP-2alpha/smt3/kis/Hsc70-4/da/br/slmb/InR/tyn,1.4389244586366592
Biological process,L1_Imp,GO:0050803,regulation of synapse structure or activity,77/1159,184/9160,1.4176083006056168e-21,ena/Fas2/Galphao/dlg1/pum/put/sgg/Sh/shi/slo/stau/Syt1/Ten-m/mys/brat/Rac1/Cdc42/Akt1/Sdc/babo/cpb/nmo/CASK/Rab5/Nf1/Pi3K92E/Rab11/Khc-73/Dad/WASp/Smox/Fmr1/Tao/VGlut/Dg/Syn2/Synj/Liprin-gamma/PIP5K59B/Eps-15/Cip4/EndoA/KaiR1D/Sar1/Nrx-1/plum/Cals/Kat60/Aplip1/Atx2/Rheb/Fsn/bchs/Pak3/Synd/sif/alpha-Spec/futsch/mnb/Mob4/Ank2/Rab8/Shab/Arp3/Src64B/cac/scrib/nwk/dysc/CaMKII/Patr-1/kis/Ten-a/unc-104/Pak/S6k/Rab1,1.725691616615723
Biological process,L1_Imp,GO:2000026,regulation of multicellular organismal development,97/1159,271/9160,2.5146313513220484e-21,chic/ed/ena/Gbeta13F/Galphao/dlg1/l(2)gl/numb/pnt/sd/sgg/stau/ttk/mts/unk/pros/Rap1/ci/tws/Ggamma1/Top1/hdc/brat/Rac1/Akt1/Sdc/msn/dia/Sema1a/Sema2a/babo/cpb/Cdc37/nmo/Pp2B-14D/shot/Rac2/Rho1/bif/Nf1/Pi3K92E/CadN/Lis-1/Rab11/Vang/ari-1/Dad/WASp/PlexA/Smox/He/Fmr1/slpr/Tao/Rab35/scaf/pyr/Liprin-gamma/Cip4/nudE/hzg/zye/Sar1/plum/Mtl/neo/Cals/Rheb/Mccc2/Fsn/Pak3/smog/Synd/sif/mnb/bun/Mob4/zld/Antp/par-1/Ank2/aPKC/Myc/Arp3/Src64B/cac/nwk/how/Hr4/Patr-1/unc-104/Pak/slmb/InR/trol/tyn/Rab1,1.5002308328110907
Biological process,L1_Imp,GO:0016477,cell migration,103/1159,300/9160,4.0742570103860896e-21,abd-A/csw/Lar/ena/fog/Gbeta13F/kay/egh/Catsup/numb/peb/pnt/pum/Ras85D/shi/sl/sn/sqh/ttk/vn/ex/zfh1/Rap1/drk/mys/Hrb27C/Ggamma1/ple/hep/Rac1/Cdc42/Akt1/Sdc/Wnt4/msn/Sema1a/Sema2a/cpb/CASK/Rab5/Rac2/Rho1/bnl/Pi3K92E/Rala/Lis-1/NetB/Rab11/Rab7/Vang/apt/fz2/14-3-3epsilon/Dad/Abi/Sin3A/caps/foi/PlexA/Cortactin/CalpB/par-6/Ptpmeg2/GMF/mthl1/Dscam1/oys/pyr/Uev1A/nudE/sosie/Mtl/Kat60/smog/Mrtf/jeb/puc/bun/flr/rhea/par-1/Ppcs/CG42674/nej/Dhc64C/LanB1/Msp300/Evi5/sqd/dally/spoon/sli/how/ttv/sima/kis/LanB2/Pak/Frl/slmb/InR/Rab1/AdamTS-A,1.440148868665172
Biological process,L1_Imp,GO:0007423,sensory organ development,133/1159,449/9160,8.687092929836976e-21,arm/bi/Cam/Chc/csw/Lar/ed/emc/ena/exd/Fas2/H/Hrb98DE/hth/kay/Khc/klar/l(2)gl/Lam/numb/peb/pnt/put/Ras85D/S/sd/sgg/shi/skd/sl/sn/trc/ttk/mts/Hrb87F/unk/Galphaq/Ten-m/ex/pros/Rap1/drk/ci/tws/Mbs/dac/Rac1/Cdc42/Arf79F/Fkbp14/tutl/NAT1/eff/babo/Moe/msi/ctp/nmo/Gp150/Arf51F/Rho1/bnl/sty/Rala/CadN/Lis-1/NetB/rin/Rab11/Vang/Past1/spen/CtBP/Abi/vimar/WASp/Smox/siz/X11L/Smyd4-4/nito/Nckx30C/seq/Amun/Mlf/SP2353/Syn2/sano/Slik/Hipk/M6/ArfGAP3/aux/jagn/ATP6AP2/foxo/AP-1sigma/Mtl/RhoGAP100F/Myo28B1/Atx2/bchs/mask/Efa6/Synd/sif/alph/jeb/puc/alphaSnap/bun/Ziz/Cul3/Ppcs/nej/aPKC/cic/Arp3/Src64B/norpA/scrib/dally/dysc/spg/rdx/pAbp/mbl/rg/tau/Frl/da/br/lola,1.227177832737877
Biological process,L1_Imp,GO:0030036,actin cytoskeleton organization,103/1159,303/9160,9.130577103566477e-21,Pka-C1/chic/ed/ena/Actn/fog/Gbeta13F/Galphao/Khc/l(2)gl/Lam/Mlc2/osp/Prm/shi/sn/Btk29A/sqh/Tm1/fwd/svr/mys/Ggamma1/hep/Rac1/Cdc42/cora/dia/cpb/Moe/ctp/shot/Arf51F/Rac2/Rho1/Mlp84B/Rab11/Abi/WASp/Scgdelta/moody/Cortactin/cib/siz/Kank/Akap200/GMF/seq/pigs/pod1/mthl1/CAP/Dg/cpa/Slik/Cip4/Zasp66/DCP2/zye/Mtl/conu/Myo28B1/Atx2/mask/Pak3/smog/IRSp53/CG32264/Mrtf/form3/Lasp/tmod/CG34417/sif/chinmo/sls/puc/alpha-Spec/C3G/Pka-R1/Dys/flr/rhea/Ppcs/brun/pico/Bsg/Msp300/Arp3/Src64B/hts/nwk/sick/jvl/spoon/how/CG43901/Lst8/sau/Frl/vib/wupA/tyn,1.425793575688102
Biological process,L1_Imp,GO:0048646,anatomical structure formation involved in morphogenesis,136/1159,465/9160,9.440803256587586e-21,abd-A/Act5C/arm/BicD/cact/Chc/ed/emc/ena/exd/fkh/Actn/fog/H/hth/Khc/klar/egh/eIF4A/l(2)gl/mam/Mlc2/Mp20/Myb/numb/Prm/put/Ras85D/S/shi/sog/Btk29A/sqh/ttk/ct/porin/mys/ci/enc/14-3-3zeta/hep/Rac1/Cdc42/dia/heph/Moe/Sep1/ctp/E2f1/CalpA/Syx1A/pnut/shot/Arf51F/Rab5/Rac2/Rho1/bnl/Mlp84B/CCT3/Lis-1/NetB/Rab11/Rbf/lama/Past1/14-3-3epsilon/CtBP/Osbp/WASp/Scgdelta/Cortactin/siz/Ndg/Inx2/Cdc7/Fmr1/slpr/Dlic/Pdcd4/rngo/mthl1/Rab35/oys/pyr/Dg/cpa/Cip4/Zasp66/nudE/aux/ScsbetaA/sosie/Pax/Capr/mask/Pak3/Rbfox1/Lasp/jeb/sls/puc/alpha-Spec/bun/C3G/Nost/zld/flr/rhea/par-1/Cul3/Ppcs/Dhc64C/Bsg/aPKC/cic/Arp3/Src64B/AGO1/Fs(2)Ket/hts/sqd/Vha68-2/jvl/dally/spoon/sli/Sxl/orb2/how/smt3/br/slmb/wupA/ich/TER94,1.20884296723278
Biological process,L1_Imp,GO:0035239,tube morphogenesis,139/1159,487/9160,3.732745320503801e-20,Act5C/arm/bi/Pka-C1/cg/Col4a1/chic/ed/emc/Fas2/fkh/fog/Galphao/H/hth/ImpE1/kay/klar/dlg1/Lam/mam/pnt/put/Ras85D/S/sd/sgg/skd/sn/sog/sqh/Su(dx)/trc/ttk/vn/bs/ct/Ptp10D/unk/zfh2/Rap1/drk/svr/mys/Mbs/dac/hdc/hep/corto/Rac1/Cdc42/cora/Fkbp14/msn/heph/babo/Moe/Sep1/ctp/nmo/pnut/shot/Rab5/Rac2/Rho1/bnl/sty/CCT3/Vang/vkg/Past1/fz2/spen/crol/Dad/lolal/caps/EloB/foi/drm/bab2/Smox/par-6/Inx2/VhaPPA1-1/Fmr1/seq/slpr/Dlic/mthl1/RhoGAP16F/Rab35/RhoGAP19D/Mnn1/scaf/Dg/CNBP/Slik/Hipk/Cip4/RhoGAP71E/ATP6AP2/tnc/Mtl/Rheb/CG30069/wge/Rbfox1/Mrtf/dpy/form3/alph/puc/alphaSnap/Nost/Dys/flr/rhea/par-1/tay/Cul3/Ppcs/CG42674/Dhc64C/LanB1/aPKC/cic/scrib/Vha68-2/dally/how/Nrg/sno/kis/LanB2/Pak/Vha26/Vha13/ich,1.173630142619
Biological process,L1_Imp,GO:0001654,eye development,116/1159,372/9160,4.8774612019395123e-20,arm/bi/Cam/Chc/csw/Lar/ed/emc/ena/exd/Fas2/Hrb98DE/hth/kay/Khc/klar/l(2)gl/Lam/peb/pnt/put/Ras85D/S/sd/shi/skd/sl/ttk/mts/Hrb87F/unk/Galphaq/Ten-m/ex/pros/Rap1/drk/ci/Mbs/dac/Rac1/Cdc42/Arf79F/tutl/eff/babo/Moe/msi/nmo/Gp150/Arf51F/Rho1/bnl/sty/Rala/CadN/Lis-1/NetB/rin/Rab11/Vang/Past1/spen/vimar/Smox/siz/X11L/Smyd4-4/nito/Nckx30C/seq/Amun/Mlf/SP2353/Syn2/sano/Slik/Hipk/M6/ArfGAP3/aux/ATP6AP2/foxo/AP-1sigma/Mtl/RhoGAP100F/Atx2/bchs/mask/Efa6/Synd/sif/alph/jeb/puc/alphaSnap/bun/Ziz/Cul3/nej/aPKC/cic/Src64B/norpA/scrib/dally/dysc/spg/rdx/pAbp/mbl/rg/tau/Frl/br/lola,1.3012892159973752
Biological process,L1_Imp,GO:0048880,sensory system development,116/1159,372/9160,4.8774612019395123e-20,arm/bi/Cam/Chc/csw/Lar/ed/emc/ena/exd/Fas2/Hrb98DE/hth/kay/Khc/klar/l(2)gl/Lam/peb/pnt/put/Ras85D/S/sd/shi/skd/sl/ttk/mts/Hrb87F/unk/Galphaq/Ten-m/ex/pros/Rap1/drk/ci/Mbs/dac/Rac1/Cdc42/Arf79F/tutl/eff/babo/Moe/msi/nmo/Gp150/Arf51F/Rho1/bnl/sty/Rala/CadN/Lis-1/NetB/rin/Rab11/Vang/Past1/spen/vimar/Smox/siz/X11L/Smyd4-4/nito/Nckx30C/seq/Amun/Mlf/SP2353/Syn2/sano/Slik/Hipk/M6/ArfGAP3/aux/ATP6AP2/foxo/AP-1sigma/Mtl/RhoGAP100F/Atx2/bchs/mask/Efa6/Synd/sif/alph/jeb/puc/alphaSnap/bun/Ziz/Cul3/nej/aPKC/cic/Src64B/norpA/scrib/dally/dysc/spg/rdx/pAbp/mbl/rg/tau/Frl/br/lola,1.3012892159973752
Biological process,L1_Imp,GO:0150063,visual system development,116/1159,372/9160,4.8774612019395123e-20,arm/bi/Cam/Chc/csw/Lar/ed/emc/ena/exd/Fas2/Hrb98DE/hth/kay/Khc/klar/l(2)gl/Lam/peb/pnt/put/Ras85D/S/sd/shi/skd/sl/ttk/mts/Hrb87F/unk/Galphaq/Ten-m/ex/pros/Rap1/drk/ci/Mbs/dac/Rac1/Cdc42/Arf79F/tutl/eff/babo/Moe/msi/nmo/Gp150/Arf51F/Rho1/bnl/sty/Rala/CadN/Lis-1/NetB/rin/Rab11/Vang/Past1/spen/vimar/Smox/siz/X11L/Smyd4-4/nito/Nckx30C/seq/Amun/Mlf/SP2353/Syn2/sano/Slik/Hipk/M6/ArfGAP3/aux/ATP6AP2/foxo/AP-1sigma/Mtl/RhoGAP100F/Atx2/bchs/mask/Efa6/Synd/sif/alph/jeb/puc/alphaSnap/bun/Ziz/Cul3/nej/aPKC/cic/Src64B/norpA/scrib/dally/dysc/spg/rdx/pAbp/mbl/rg/tau/Frl/br/lola,1.3012892159973752
Biological process,L1_Imp,GO:0007528,neuromuscular junction development,74/1159,183/9160,9.241883550943175e-20,ben/Lar/ena/Fas2/Galphao/kay/dlg1/Atpalpha/pum/put/sesB/sgg/slo/stau/Ten-m/Gad1/Syn/brat/Cdc42/Akt1/Sdc/cpb/nmo/CASK/Nf1/Pi3K92E/Dad/Abi/WASp/unc-13/beta4GalNAcTA/Fmr1/Vap33/Frq1/Tao/Syn2/Liprin-gamma/PIP5K59B/Eps-15/Cip4/sff/cmpy/Nrx-1/plum/Kat60/Rheb/cpx/wrd/Fsn/Synd/Frq2/jeb/alpha-Spec/futsch/mnb/Mob4/par-1/Ank2/Rab8/Arp3/Src64B/cac/nwk/dysc/CaMKII/l(3)neo38/Patr-1/rg/kis/Ten-a/unc-104/Pak/S6k/Imp,1.6762205593227422
Biological process,L1_Imp,GO:0048749,compound eye development,111/1159,353/9160,1.824043044689262e-19,arm/bi/Cam/Chc/csw/Lar/ed/emc/ena/Hrb98DE/hth/kay/klar/l(2)gl/Lam/peb/pnt/put/Ras85D/S/sd/shi/skd/sl/ttk/mts/Hrb87F/unk/Galphaq/Ten-m/ex/pros/Rap1/drk/ci/Mbs/dac/Rac1/Cdc42/Arf79F/tutl/eff/babo/Moe/msi/nmo/Gp150/Arf51F/Rho1/bnl/sty/Rala/CadN/Lis-1/NetB/rin/Rab11/Vang/Past1/spen/vimar/Smox/siz/X11L/Smyd4-4/nito/Nckx30C/seq/Amun/Mlf/SP2353/Syn2/sano/Slik/Hipk/M6/ArfGAP3/aux/ATP6AP2/foxo/AP-1sigma/Mtl/RhoGAP100F/Atx2/bchs/mask/Efa6/Synd/alph/jeb/puc/alphaSnap/bun/Ziz/Cul3/nej/aPKC/Src64B/norpA/scrib/dally/dysc/spg/rdx/pAbp/mbl/rg/tau/Frl/br/lola,1.3133585250567603
Biological process,L1_Imp,GO:0001667,ameboidal-type cell migration,73/1159,181/9160,1.9965505566981944e-19,csw/Lar/ena/fog/Gbeta13F/kay/egh/Catsup/peb/pnt/Ras85D/shi/sl/sqh/ttk/vn/ex/Rap1/drk/mys/Hrb27C/Ggamma1/ple/hep/Rac1/Akt1/Sdc/msn/cpb/CASK/Rab5/Rac2/Rho1/bnl/Pi3K92E/Rala/Lis-1/Rab11/Rab7/Vang/apt/Abi/Sin3A/Cortactin/CalpB/par-6/Ptpmeg2/GMF/mthl1/pyr/nudE/sosie/Mtl/smog/Mrtf/jeb/puc/bun/flr/rhea/par-1/Ppcs/CG42674/Dhc64C/sqd/dally/spoon/sli/how/kis/slmb/InR/AdamTS-A,1.6724457037746467
Biological process,L1_Imp,GO:0006935,chemotaxis,95/1159,278/9160,2.3244047912842205e-19,Cam/chic/Lar/ena/Fas2/Fas3/fog/Khc/egh/peb/put/sm/Pp1-87B/ct/Ptp99A/Ptp10D/Galphaq/Ten-m/pros/zfh1/fru/mys/dac/Con/hep/Rac1/Cdc42/Sdc/Wnt4/tutl/Sema1a/Sema2a/babo/Moe/Tig/shot/Rac2/Rho1/bif/CadN/Lis-1/NetB/Vang/fz2/spen/14-3-3epsilon/ko/dom/Dad/Abi/Pka-R2/caps/PlexA/Smox/msps/jbug/Fmr1/pod1/wgn/Dscam1/Dg/Toll-7/Toll-6/AP-1sigma/RhoGAP100F/Ephrin/Rheb/Unc-115a/jeb/vvl/kra/alpha-Spec/meigo/haf/Bsg/Tl/Src64B/Dscam4/hts/dally/dysc/sli/Nrg/Dscam2/ttv/kis/Hsc70-4/Ten-a/Ptp61F/Pak/S6k/InR/lola/trol/Fas1,1.4333815675852748
Biological process,L1_Imp,GO:0097485,neuron projection guidance,93/1159,269/9160,2.4056773489481733e-19,Cam/chic/Lar/ena/Fas2/Fas3/fog/Khc/egh/peb/put/sm/Pp1-87B/ct/Ptp99A/Ptp10D/Galphaq/Ten-m/pros/zfh1/fru/mys/dac/hep/Rac1/Cdc42/Sdc/Wnt4/tutl/Sema1a/Sema2a/babo/Moe/Tig/shot/Rac2/Rho1/bif/CadN/Lis-1/NetB/Vang/fz2/spen/14-3-3epsilon/ko/dom/Dad/Abi/Pka-R2/caps/PlexA/Smox/msps/jbug/Fmr1/pod1/wgn/Dscam1/Dg/Toll-7/Toll-6/AP-1sigma/RhoGAP100F/Ephrin/Rheb/Unc-115a/jeb/vvl/kra/alpha-Spec/meigo/haf/Bsg/Src64B/Dscam4/hts/dally/dysc/sli/Nrg/Dscam2/ttv/kis/Hsc70-4/Ten-a/Ptp61F/Pak/S6k/InR/lola/trol/Fas1,1.4501634805292416
Biological process,L1_Imp,GO:0007411,axon guidance,91/1159,261/9160,3.302559418174947e-19,Cam/chic/Lar/ena/Fas2/Fas3/fog/Khc/egh/peb/put/sm/Pp1-87B/Ptp99A/Ptp10D/Galphaq/Ten-m/pros/zfh1/fru/mys/dac/hep/Rac1/Cdc42/Sdc/Wnt4/tutl/Sema1a/Sema2a/babo/Moe/Tig/shot/Rac2/Rho1/bif/CadN/Lis-1/NetB/Vang/fz2/spen/14-3-3epsilon/ko/Dad/Abi/Pka-R2/caps/PlexA/Smox/msps/jbug/Fmr1/pod1/wgn/Dscam1/Dg/Toll-7/Toll-6/AP-1sigma/RhoGAP100F/Ephrin/Rheb/Unc-115a/jeb/vvl/kra/alpha-Spec/meigo/haf/Bsg/Src64B/Dscam4/hts/dally/dysc/sli/Nrg/Dscam2/ttv/kis/Hsc70-4/Ten-a/Ptp61F/Pak/S6k/InR/lola/trol/Fas1,1.4623556756066463
Biological process,L1_Imp,GO:0007552,metamorphosis,128/1159,442/9160,3.7373777237118055e-19,arm/bi/Cam/Pka-C1/cg/chic/crc/Hr3/ed/Eip74EF/emc/Fas2/fkh/fog/Galphao/H/hth/ImpE1/kay/dlg1/l(2)gl/mam/pnt/put/Ras85D/S/sd/sgg/skd/sn/sog/sqh/Su(dx)/trc/vn/bs/ct/unk/zfh2/Rap1/drk/svr/mys/Mbs/Eip63E/dac/hdc/hep/corto/Rac1/Cdc42/cora/Fkbp14/msn/heph/Dif/babo/Moe/Sep1/ctp/nmo/pnut/shot/Rab5/Rho1/sty/Pi3K92E/Vang/Past1/fz2/spen/crol/Dad/EloB/drm/bab2/Smox/slpr/mthl1/RhoGAP16F/RhoGAP19D/Mnn1/fon/scaf/Dg/CNBP/Hipk/Cip4/BI-1/RhoGAP71E/Atg17/ATP6AP2/Idh3b/tnc/Mtl/CG30069/wge/Rbfox1/Mrtf/shep/Atg8a/dpy/alph/puc/alphaSnap/Nost/Dys/flr/rhea/par-1/tay/Cul3/Ppcs/CG42674/Trf2/LanB1/east/cic/bel/scrib/dally/how/Nrg/sno/kis/Pak/br/TER94,1.194564472586403
Biological process,L1_Imp,GO:0030707,ovarian follicle cell development,94/1159,276/9160,4.51950725643902e-19,cact/csw/Lar/ed/emc/ena/kay/Khc/egh/dlg1/Catsup/mam/Myb/peb/Ras85D/S/sgg/shi/sl/sqh/ttk/vn/ex/Rap1/drk/mys/Hrb27C/hep/Rac1/Cdc42/Akt1/msn/cpb/E2f1/CASK/Rab5/Rac2/Rho1/sty/Pi3K92E/Rala/Lis-1/rin/Rab11/Rab7/Rbf/Vang/apt/lama/lig/Abi/Cortactin/CalpB/par-6/Ptpmeg2/Cdc7/GMF/pigs/slpr/Tao/eIF3b/Cip4/nudE/sosie/Pax/mask/Mrtf/Not1/puc/kra/bun/Nost/flr/rhea/par-1/Ppcs/nej/Dhc64C/cic/Src64B/Fs(2)Ket/SERCA/scrib/sqd/jvl/spoon/AP-2alpha/smt3/kis/Hsc70-4/da/br/slmb/InR,1.4285314268773028
Biological process,L1_Imp,GO:0040008,regulation of growth,99/1159,300/9160,5.244707472267227e-19,chic/Chc/Lar/ena/Fas2/fkh/Galphao/dlg1/l(2)gl/pum/Ras85D/sgg/shi/sl/slo/stau/ex/brat/Rac1/Cdc42/Akt1/Sdc/Sema1a/Sema2a/babo/cpb/nmo/pnut/shot/CASK/bif/Nf1/Pi3K92E/CadN/Vang/Lk6/14-3-3epsilon/lig/Dad/Mnt/WASp/Smox/Nipped-B/Fmr1/spidey/Tao/Syn2/Liprin-gamma/PIP5K59B/Eps-15/Hipk/Larp4B/Cip4/chrb/Wbp2/cmpy/srl/Tctp/Paip2/foxo/plum/CycG/Kat60/scyl/Rheb/Fsn/bchs/Synd/Desat1/pix/alpha-Spec/futsch/mnb/bun/Mob4/fwe/Ank2/pico/Tl/Rab8/cic/Myc/Arp3/Src64B/cac/scrib/nwk/dally/dysc/Hr4/CaMKII/Patr-1/sima/kis/wap/unc-104/Pak/S6k/InR,1.3830049615615634
Biological process,L1_Imp,GO:0044087,regulation of cellular component biogenesis,98/1159,296/9160,6.252924890181471e-19,chic/Lar/ena/Fas2/Galphao/dlg1/Lam/pum/sgg/shi/slo/Btk29A/stau/Tm1/svr/mys/tws/brat/hep/Rac1/Cdc42/Akt1/Sdc/dia/cpb/Moe/nmo/shot/CASK/Rho1/Nf1/Pi3K92E/Dad/Abi/WASp/Cortactin/Mipp1/par-6/Kank/msps/Tob/Fmr1/GMF/seq/Tao/Rab35/Syn2/cpa/Synj/Liprin-gamma/PIP5K59B/Eps-15/Cip4/DCP2/CG17816/Sar1/plum/Cals/conu/Kat60/Atx2/Rheb/Fsn/Pak3/Efa6/Jupiter/4E-T/IRSp53/Sec16/Synd/tmod/sif/Snoo/chinmo/kra/alpha-Spec/futsch/mnb/Mob4/flr/Ank2/pico/aPKC/Rab8/Arp3/Src64B/cac/nwk/spoon/dysc/Flo2/CaMKII/Patr-1/kis/unc-104/Pak/Dsp1/slmb,1.387723510464093
Biological process,L1_Imp,GO:0048870,cell motility,105/1159,331/9160,9.127774527796179e-19,abd-A/csw/Lar/ena/fog/Gbeta13F/kay/egh/Catsup/numb/peb/pnt/pum/Ras85D/shi/sl/sn/sqh/ttk/vn/ex/zfh1/Rap1/drk/mys/Hrb27C/Ggamma1/ple/hep/Rac1/Cdc42/Akt1/Sdc/Wnt4/msn/Sema1a/Sema2a/cpb/CASK/Rab5/Rac2/Rho1/bnl/Pi3K92E/Rala/Lis-1/NetB/Rab11/Rab7/Vang/apt/fz2/14-3-3epsilon/Dad/Abi/Sin3A/caps/foi/PlexA/Cortactin/CalpB/par-6/Ptpmeg2/Fmr1/GMF/mthl1/Dscam1/oys/pyr/Uev1A/nudE/sosie/Mtl/Kat60/smog/Mrtf/jeb/puc/bun/flr/rhea/par-1/Ppcs/CG42674/nej/Dhc64C/LanB1/Msp300/Evi5/sqd/dally/spoon/sli/orb2/how/ttv/sima/kis/LanB2/Pak/Frl/slmb/InR/Rab1/AdamTS-A,1.3260251428367393
Biological process,L1_Imp,GO:0051674,localization of cell,106/1159,336/9160,9.257810084501266e-19,abd-A/csw/Lar/ena/fog/Gbeta13F/kay/egh/Catsup/numb/peb/pnt/pum/Ras85D/shi/sl/sn/sqh/ttk/vn/ex/zfh1/Rap1/drk/mys/Hrb27C/Ggamma1/ple/hep/Rac1/Cdc42/Akt1/Sdc/Wnt4/msn/Sema1a/Sema2a/cpb/CASK/Rab5/Rac2/Rho1/bnl/Pi3K92E/Rala/Lis-1/NetB/Rab11/Rab7/Vang/apt/fz2/14-3-3epsilon/Dad/Abi/Sin3A/caps/foi/PlexA/Cortactin/CalpB/par-6/Ptpmeg2/Fmr1/GMF/mthl1/Dscam1/oys/pyr/Uev1A/nudE/sosie/Mtl/Kat60/smog/Mrtf/jeb/puc/bun/flr/rhea/par-1/Ppcs/CG42674/nej/Dhc64C/LanB1/Msp300/Evi5/sqd/jvl/dally/spoon/sli/orb2/how/ttv/sima/kis/LanB2/Pak/Frl/slmb/InR/Rab1/AdamTS-A,1.3180700637622735
Biological process,L1_Imp,GO:0009886,post-embryonic animal morphogenesis,126/1159,440/9160,1.961559487368057e-18,arm/bi/Cam/Pka-C1/cg/Col4a1/chic/ed/Eip74EF/emc/Fas2/fkh/fog/Galphao/H/hth/ImpE1/kay/dlg1/l(2)gl/mam/pnt/put/Ras85D/S/sd/sgg/skd/sn/sog/sqh/Su(dx)/trc/vn/bs/ct/unk/zfh2/Rap1/drk/svr/mys/Mbs/dac/hdc/hep/corto/Rac1/Cdc42/cora/Fkbp14/msn/heph/Dif/babo/Moe/Sep1/ctp/nmo/pnut/shot/Rab5/Rho1/sty/Vang/Past1/fz2/spen/crol/Dad/caps/EloB/drm/bab2/Smox/cib/Fmr1/slpr/mthl1/RhoGAP16F/RhoGAP19D/Mnn1/scaf/Dg/CNBP/Hipk/Cip4/BI-1/RhoGAP71E/Atg17/ATP6AP2/Idh3b/tnc/Mtl/CG30069/wge/Rbfox1/Mrtf/Atg8a/dpy/alph/puc/alphaSnap/Nost/Dys/flr/rhea/par-1/tay/Cul3/Ppcs/CG42674/Trf2/LanB1/cic/bel/scrib/dally/how/Nrg/sno/kis/Pak/br/AdamTS-A/TER94,1.1783872419530914
