gene_id,gene_name,imp_target,syp_target,cluster_id,cluster_description,sypKO_l2fc,sypKO_padj
FBgn0261509,haf,TRUE,FALSE,Cluster I,Higher Imp binding,0.209035909,0.723950038
FBgn0262617,Nuak1,TRUE,FALSE,Cluster I,Higher Imp binding,0.211034721,0.723950038
FBgn0264750,CG44008,TRUE,FALSE,Cluster I,Higher Imp binding,0.213235643,0.822635219
FBgn0037445,CG9727,TRUE,FALSE,Cluster I,Higher Imp binding,0.219067935,0.68566231
FBgn0259110,mmd,TRUE,FALSE,Cluster I,Higher Imp binding,0.224322622,0.668719857
FBgn0283472,S6k,TRUE,FALSE,Cluster I,Higher Imp binding,0.224569656,0.67132681
FBgn0021895,ytr,TRUE,TRUE,Cluster I,Higher Imp binding,0.224789944,0.565905534
FBgn0265974,ttv,TRUE,FALSE,Cluster I,Higher Imp binding,0.225768367,0.69358064
FBgn0038294,Mf,TRUE,TRUE,Cluster I,Higher Imp binding,0.227260861,0.799488922
FBgn0037754,CG8500,TRUE,FALSE,Cluster I,Higher Imp binding,0.227417797,0.559842569
FBgn0283499,InR,TRUE,FALSE,Cluster I,Higher Imp binding,0.228441512,0.716521272
FBgn0260499,qvr,TRUE,FALSE,Cluster I,Higher Imp binding,0.229052353,0.473554552
FBgn0029976,snz,TRUE,FALSE,Cluster I,Higher Imp binding,0.229755247,0.640637063
FBgn0261439,SdhA,TRUE,TRUE,Cluster I,Higher Imp binding,0.230000396,0.530355162
FBgn0034135,Syn2,TRUE,FALSE,Cluster I,Higher Imp binding,0.232229156,0.597348378
FBgn0030505,NFAT,TRUE,FALSE,Cluster I,Higher Imp binding,0.235511858,0.708424194
FBgn0030581,CG14408,TRUE,FALSE,Cluster I,Higher Imp binding,0.235902739,0.654092507
FBgn0051151,wge,TRUE,FALSE,Cluster I,Higher Imp binding,0.243875422,0.640637063
FBgn0024963,GluClalpha,TRUE,FALSE,Cluster I,Higher Imp binding,0.247823956,0.663282886
FBgn0037363,Atg17,TRUE,FALSE,Cluster I,Higher Imp binding,0.248837958,0.560235421
FBgn0263760,CG43677,TRUE,FALSE,Cluster I,Higher Imp binding,0.250826178,NA
FBgn0024236,foi,TRUE,FALSE,Cluster I,Higher Imp binding,0.251796782,0.479812255
FBgn0243512,puc,TRUE,FALSE,Cluster I,Higher Imp binding,0.253323651,0.614086528
FBgn0261260,mgl,TRUE,TRUE,Cluster I,Higher Imp binding,0.254247999,0.594251735
FBgn0041582,tamo,TRUE,TRUE,Cluster I,Higher Imp binding,0.255955281,0.612550041
FBgn0040239,bc10,TRUE,FALSE,Cluster I,Higher Imp binding,0.259259835,0.585158346
FBgn0266411,sima,TRUE,TRUE,Cluster I,Higher Imp binding,0.259479599,0.584313445
FBgn0264307,orb2,TRUE,FALSE,Cluster I,Higher Imp binding,0.259984955,0.723778746
FBgn0085446,CG34417,TRUE,TRUE,Cluster I,Higher Imp binding,0.261481599,0.661631931
FBgn0032218,CG5381,TRUE,FALSE,Cluster I,Higher Imp binding,0.263995009,0.770491179
FBgn0042696,NfI,TRUE,FALSE,Cluster I,Higher Imp binding,0.268465378,0.545732906
FBgn0028662,VhaPPA1-1,TRUE,FALSE,Cluster I,Higher Imp binding,0.272920836,0.543359831
FBgn0003257,r-l,TRUE,FALSE,Cluster I,Higher Imp binding,0.280518257,0.52615393
FBgn0036032,CG16711,TRUE,FALSE,Cluster I,Higher Imp binding,0.283120677,0.634787566
FBgn0285944,para,TRUE,FALSE,Cluster I,Higher Imp binding,0.286029391,0.671171489
FBgn0030941,wgn,TRUE,FALSE,Cluster I,Higher Imp binding,0.286318495,0.502455432
FBgn0250789,alpha-Spec,TRUE,TRUE,Cluster I,Higher Imp binding,0.291297768,0.373607759
FBgn0030913,CG6123,TRUE,FALSE,Cluster I,Higher Imp binding,0.293366224,0.589613623
FBgn0260743,GC1,TRUE,FALSE,Cluster I,Higher Imp binding,0.293973398,0.460032529
FBgn0030087,CG7766,FALSE,TRUE,Cluster I,Higher Imp binding,0.296757868,0.423376456
FBgn0004244,Rdl,TRUE,FALSE,Cluster I,Higher Imp binding,0.29852279,0.664451388
FBgn0015524,otp,TRUE,FALSE,Cluster I,Higher Imp binding,0.300318451,0.352590551
FBgn0052369,CG32369,TRUE,TRUE,Cluster I,Higher Imp binding,0.300719581,0.497149523
FBgn0260722,lncRNA:CR42549,TRUE,TRUE,Cluster I,Higher Imp binding,0.301578358,0.567199286
FBgn0259246,brp,TRUE,FALSE,Cluster I,Higher Imp binding,0.302290797,0.633515843
FBgn0051635,CG31635,TRUE,FALSE,Cluster I,Higher Imp binding,0.30549817,0.563998786
FBgn0263346,smash,TRUE,FALSE,Cluster I,Higher Imp binding,0.309856698,0.585840647
FBgn0037614,TMEM216,TRUE,FALSE,Cluster I,Higher Imp binding,0.310945214,0.495929385
FBgn0003984,vn,TRUE,FALSE,Cluster I,Higher Imp binding,0.314276816,0.485430498
FBgn0035914,CG6282,TRUE,FALSE,Cluster I,Higher Imp binding,0.316450683,0.446693996
FBgn0025391,Scgdelta,TRUE,FALSE,Cluster I,Higher Imp binding,0.323926386,0.493028732
FBgn0039479,CG14257,TRUE,FALSE,Cluster I,Higher Imp binding,0.334037843,0.68010849
FBgn0030763,CG9782,TRUE,FALSE,Cluster I,Higher Imp binding,0.335583181,0.655873342
FBgn0027538,beta4GalNAcTA,TRUE,FALSE,Cluster I,Higher Imp binding,0.337802875,0.39279431
FBgn0001297,kay,TRUE,TRUE,Cluster I,Higher Imp binding,0.338279606,0.511499066
FBgn0002917,na,TRUE,FALSE,Cluster I,Higher Imp binding,0.341295306,0.60360784
FBgn0259234,Camta,TRUE,FALSE,Cluster I,Higher Imp binding,0.343558856,0.464573292
FBgn0003463,sog,TRUE,FALSE,Cluster I,Higher Imp binding,0.344975634,0.342468468
FBgn0085447,sif,TRUE,FALSE,Cluster I,Higher Imp binding,0.351435409,0.611350188
FBgn0052687,CG32687,TRUE,FALSE,Cluster I,Higher Imp binding,0.354390431,0.585433122
FBgn0038156,side-IV,TRUE,FALSE,Cluster I,Higher Imp binding,0.364173223,0.382328186
FBgn0038282,dpr9,TRUE,FALSE,Cluster I,Higher Imp binding,0.370576173,0.136867823
FBgn0263257,Cngl,TRUE,FALSE,Cluster I,Higher Imp binding,0.371529358,0.555035423
FBgn0030340,CG15740,TRUE,TRUE,Cluster I,Higher Imp binding,0.373862691,0.646249819
FBgn0024941,RSG7,TRUE,FALSE,Cluster I,Higher Imp binding,0.374053745,0.484161294
FBgn0030512,Nadsyn,TRUE,FALSE,Cluster I,Higher Imp binding,0.382221615,0.467432652
FBgn0030997,CG7990,TRUE,FALSE,Cluster I,Higher Imp binding,0.390159932,0.229689524
FBgn0027493,AdSS,TRUE,TRUE,Cluster I,Higher Imp binding,0.392456607,0.333160797
FBgn0039883,RhoGAP100F,TRUE,FALSE,Cluster I,Higher Imp binding,0.397072788,0.459746049
FBgn0026409,Mpcp2,TRUE,TRUE,Cluster I,Higher Imp binding,0.399208437,0.120185998
FBgn0262593,Shab,TRUE,FALSE,Cluster I,Higher Imp binding,0.404197241,0.513335262
FBgn0039232,sosie,TRUE,FALSE,Cluster I,Higher Imp binding,0.406841719,0.601446815
FBgn0039858,CycG,TRUE,TRUE,Cluster I,Higher Imp binding,0.410121215,0.420822608
FBgn0031885,Mnn1,TRUE,TRUE,Cluster I,Higher Imp binding,0.413640933,0.314706069
FBgn0262738,norpA,TRUE,FALSE,Cluster I,Higher Imp binding,0.41867124,0.43086425
FBgn0027610,Dic1,TRUE,FALSE,Cluster I,Higher Imp binding,0.427920877,0.298378548
FBgn0003386,Shaw,TRUE,FALSE,Cluster I,Higher Imp binding,0.429247411,0.224747811
FBgn0031629,Clect27,TRUE,TRUE,Cluster I,Higher Imp binding,0.432320804,0.544342765
FBgn0284245,eEF1alpha1,TRUE,FALSE,Cluster I,Higher Imp binding,0.438715442,0.049284233
FBgn0262656,Myc,TRUE,TRUE,Cluster I,Higher Imp binding,0.44787782,0.423376456
FBgn0027621,Pfrx,TRUE,FALSE,Cluster I,Higher Imp binding,0.451264574,0.427615418
FBgn0003137,Ppn,TRUE,TRUE,Cluster I,Higher Imp binding,0.451363315,0.450552314
FBgn0024232,gprs,TRUE,FALSE,Cluster I,Higher Imp binding,0.457882339,0.390823267
FBgn0000036,nAChRalpha1,TRUE,FALSE,Cluster I,Higher Imp binding,0.462925193,0.448781143
FBgn0263846,CG43707,TRUE,FALSE,Cluster I,Higher Imp binding,0.464558394,0.198193356
FBgn0259171,Pde9,TRUE,FALSE,Cluster I,Higher Imp binding,0.469866307,0.341452171
FBgn0036725,CG18265,TRUE,FALSE,Cluster I,Higher Imp binding,0.47061231,0.451464719
FBgn0266448,CG45078,TRUE,TRUE,Cluster I,Higher Imp binding,0.472140294,0.463968199
FBgn0259175,ome,TRUE,FALSE,Cluster I,Higher Imp binding,0.472822789,0.150098178
FBgn0034237,eIF3b,TRUE,FALSE,Cluster I,Higher Imp binding,0.4833933,0.020757229
FBgn0053547,Rim,TRUE,FALSE,Cluster I,Higher Imp binding,0.486755965,0.37272777
FBgn0264006,dysc,TRUE,TRUE,Cluster I,Higher Imp binding,0.487319079,0.365876415
FBgn0003429,slo,TRUE,FALSE,Cluster I,Higher Imp binding,0.49740217,0.178077413
FBgn0000037,mAChR-A,TRUE,FALSE,Cluster I,Higher Imp binding,0.508538553,0.20929626
FBgn0029761,SK,TRUE,FALSE,Cluster I,Higher Imp binding,0.519299149,0.299769971
FBgn0038181,CG9297,TRUE,FALSE,Cluster I,Higher Imp binding,0.523366073,0.473554552
FBgn0028408,Drep2,TRUE,FALSE,Cluster I,Higher Imp binding,0.530033938,0.099050573
FBgn0051176,CG31176,TRUE,TRUE,Cluster I,Higher Imp binding,0.53502565,0.253724399
FBgn0028550,Atf3,TRUE,FALSE,Cluster I,Higher Imp binding,0.540175446,0.281118433
FBgn0261552,ps,TRUE,TRUE,Cluster I,Higher Imp binding,0.555266569,0.226231395
FBgn0037698,CG16779,TRUE,FALSE,Cluster I,Higher Imp binding,0.560289704,0.293658458
FBgn0029504,CHES-1-like,TRUE,FALSE,Cluster I,Higher Imp binding,0.567416832,0.207948909
FBgn0035538,DopEcR,TRUE,FALSE,Cluster I,Higher Imp binding,0.57342103,0.093900514
FBgn0051140,CG31140,TRUE,TRUE,Cluster I,Higher Imp binding,0.574363602,0.043272961
FBgn0036152,CG6175,TRUE,FALSE,Cluster I,Higher Imp binding,0.586305947,0.194428104
FBgn0028494,CG6424,TRUE,FALSE,Cluster I,Higher Imp binding,0.58637343,0.381233263
FBgn0036746,Crtc,TRUE,TRUE,Cluster I,Higher Imp binding,0.598691481,0.060300667
FBgn0030796,CG4829,TRUE,FALSE,Cluster I,Higher Imp binding,0.601058074,0.172609047
FBgn0032955,CG2201,TRUE,FALSE,Cluster I,Higher Imp binding,0.609538595,0.055702717
FBgn0034731,CG10384,TRUE,FALSE,Cluster I,Higher Imp binding,0.610685932,0.021185245
FBgn0003380,Sh,TRUE,FALSE,Cluster I,Higher Imp binding,0.620834732,0.265494729
FBgn0086906,sls,TRUE,FALSE,Cluster I,Higher Imp binding,0.632388698,0.148041861
FBgn0085412,CG34383,TRUE,FALSE,Cluster I,Higher Imp binding,0.635810941,0.093900514
FBgn0264087,Slob,TRUE,FALSE,Cluster I,Higher Imp binding,0.658351965,0.015059655
FBgn0032151,nAChRalpha6,TRUE,FALSE,Cluster I,Higher Imp binding,0.664713448,0.18178971
FBgn0261618,larp,TRUE,TRUE,Cluster I,Higher Imp binding,0.685516045,0.011783413
FBgn0011206,bol,TRUE,FALSE,Cluster I,Higher Imp binding,0.709695053,0.075157055
FBgn0028397,Tob,TRUE,FALSE,Cluster I,Higher Imp binding,0.743002652,0.059415679
FBgn0025833,CG8910,TRUE,FALSE,Cluster I,Higher Imp binding,0.753839657,0.004467479
FBgn0016075,vkg,TRUE,TRUE,Cluster I,Higher Imp binding,0.779790952,0.025977022
FBgn0016694,Pdp1,TRUE,TRUE,Cluster I,Higher Imp binding,0.80394323,0.050375799
FBgn0010424,TpnC73F,TRUE,FALSE,Cluster I,Higher Imp binding,0.863533937,0.032010313
FBgn0053196,dpy,TRUE,TRUE,Cluster I,Higher Imp binding,0.86675192,0.011802505
FBgn0039209,REPTOR,FALSE,TRUE,Cluster I,Higher Imp binding,0.887612069,0.001630974
FBgn0010482,l(2)01289,TRUE,TRUE,Cluster I,Higher Imp binding,0.898248153,0.006041426
FBgn0003149,Prm,TRUE,TRUE,Cluster I,Higher Imp binding,0.99711343,0.020045348
FBgn0035813,CG8492,TRUE,FALSE,Cluster I,Higher Imp binding,1.118026803,0.016922622
FBgn0030349,CG10353,TRUE,FALSE,Cluster I,Higher Imp binding,1.215404278,5.28397e-8
FBgn0003886,alphaTub85E,TRUE,FALSE,Cluster I,Higher Imp binding,1.239936831,0.00457294
FBgn0028741,fab1,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0033095,chk,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0034758,CG13510,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0034759,CG13511,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0061359,CG33671,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0061360,CG33672,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0083971,CG34135,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0250851,CG33981,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0260767,CG42565,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0263996,CG43739,TRUE,TRUE,Cluster I,Higher Imp binding,NA,NA
FBgn0266434,CG45064,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0266435,CG45065,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0266451,fau,TRUE,TRUE,Cluster I,Higher Imp binding,NA,NA
FBgn0266525,CG45092,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0266731,lncRNA:CR45204,TRUE,TRUE,Cluster I,Higher Imp binding,NA,NA
FBgn0284227,CG46311,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0284231,CG46315,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0284235,CG46319,TRUE,TRUE,Cluster I,Higher Imp binding,NA,NA
FBgn0284236,CG46320,TRUE,FALSE,Cluster I,Higher Imp binding,NA,NA
FBgn0036816,Indy,TRUE,TRUE,Cluster II,Higher Imp binding,-1.653662706,5.80648e-9
FBgn0266227,lncRNA:CR44922,TRUE,FALSE,Cluster II,Higher Imp binding,-1.140365801,3.10835e-5
FBgn0037323,CG2663,TRUE,FALSE,Cluster II,Higher Imp binding,-1.055947953,0.030874135
FBgn0035544,CG15021,TRUE,FALSE,Cluster II,Higher Imp binding,-0.794748975,0.114652572
FBgn0038147,CCHa2,TRUE,FALSE,Cluster II,Higher Imp binding,-0.789391701,0.115534101
FBgn0029990,CG2233,TRUE,FALSE,Cluster II,Higher Imp binding,-0.771206596,0.170339099
FBgn0083978,CG17672,TRUE,FALSE,Cluster II,Higher Imp binding,-0.709242773,0.217009102
FBgn0032414,CG17211,TRUE,FALSE,Cluster II,Higher Imp binding,-0.699718339,0.032966389
FBgn0010470,Fkbp14,TRUE,FALSE,Cluster II,Higher Imp binding,-0.693038683,0.105647895
FBgn0001114,Glt,FALSE,TRUE,Cluster II,Higher Imp binding,-0.67774725,0.197248565
FBgn0260997,CG42598,TRUE,FALSE,Cluster II,Higher Imp binding,-0.660995746,0.207701322
FBgn0035423,eIF1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.648450861,0.096149632
FBgn0030615,Cyp4s3,TRUE,FALSE,Cluster II,Higher Imp binding,-0.644883896,0.270673939
FBgn0015776,nrv1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.632969798,0.243344577
FBgn0026144,CBP,TRUE,FALSE,Cluster II,Higher Imp binding,-0.628991657,0.263768114
FBgn0035089,Phk-3,TRUE,FALSE,Cluster II,Higher Imp binding,-0.617613225,0.356566987
FBgn0004396,CrebA,TRUE,TRUE,Cluster II,Higher Imp binding,-0.580538142,0.163173614
FBgn0259111,Ndae1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.580268157,0.096149632
FBgn0085261,CG34232,TRUE,FALSE,Cluster II,Higher Imp binding,-0.571362814,0.247561752
FBgn0039914,mav,TRUE,FALSE,Cluster II,Higher Imp binding,-0.570703237,0.092913146
FBgn0039381,SppL,TRUE,FALSE,Cluster II,Higher Imp binding,-0.569190141,0.006819285
FBgn0029715,CG11444,TRUE,TRUE,Cluster II,Higher Imp binding,-0.5579526,0.306577875
FBgn0061492,loj,TRUE,TRUE,Cluster II,Higher Imp binding,-0.553898093,0.260207833
FBgn0039928,Cals,TRUE,TRUE,Cluster II,Higher Imp binding,-0.526743064,0.38526012
FBgn0033639,CG9003,TRUE,FALSE,Cluster II,Higher Imp binding,-0.517826333,0.01149692
FBgn0038535,alt,TRUE,FALSE,Cluster II,Higher Imp binding,-0.512939127,0.066925183
FBgn0037697,GstZ2,TRUE,TRUE,Cluster II,Higher Imp binding,-0.497936359,0.147691935
FBgn0032640,Sgt,TRUE,FALSE,Cluster II,Higher Imp binding,-0.495697347,0.427615418
FBgn0033033,scaf,TRUE,TRUE,Cluster II,Higher Imp binding,-0.489690136,0.350069614
FBgn0286784,TER94,TRUE,TRUE,Cluster II,Higher Imp binding,-0.477462463,0.402876425
FBgn0036661,CG9705,TRUE,TRUE,Cluster II,Higher Imp binding,-0.458958004,0.066534701
FBgn0053096,CG33096,TRUE,TRUE,Cluster II,Higher Imp binding,-0.455438059,0.555035423
FBgn0036058,CG6707,TRUE,TRUE,Cluster II,Higher Imp binding,-0.438617727,0.399532356
FBgn0004888,Scsalpha1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.431677092,0.427615418
FBgn0027932,Akap200,TRUE,TRUE,Cluster II,Higher Imp binding,-0.429014578,0.252039125
FBgn0029962,CARPA,TRUE,FALSE,Cluster II,Higher Imp binding,-0.428143729,0.102168246
FBgn0264607,CaMKII,TRUE,TRUE,Cluster II,Higher Imp binding,-0.415983328,0.473554552
FBgn0004228,mex1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.412843394,0.584303987
FBgn0004687,Mlc-c,TRUE,TRUE,Cluster II,Higher Imp binding,-0.410684225,0.253157398
FBgn0020497,emb,TRUE,TRUE,Cluster II,Higher Imp binding,-0.409993201,0.237771168
FBgn0031816,Rchy1,FALSE,TRUE,Cluster II,Higher Imp binding,-0.398968855,0.163757454
FBgn0039084,CG10175,TRUE,FALSE,Cluster II,Higher Imp binding,-0.393529342,0.625219245
FBgn0037551,Arl8,TRUE,FALSE,Cluster II,Higher Imp binding,-0.392356434,0.464569551
FBgn0285937,Rab1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.389890119,0.471227486
FBgn0032197,ova,TRUE,FALSE,Cluster II,Higher Imp binding,-0.386140005,0.546499842
FBgn0052446,Atox1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.384633176,0.417304053
FBgn0045761,CHKov1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.383213706,0.485845543
FBgn0031670,SelT,TRUE,FALSE,Cluster II,Higher Imp binding,-0.379177953,0.574546651
FBgn0015790,Rab11,TRUE,FALSE,Cluster II,Higher Imp binding,-0.377973606,0.48959845
FBgn0052016,4E-T,TRUE,TRUE,Cluster II,Higher Imp binding,-0.375271553,0.515258945
FBgn0035601,Uev1A,TRUE,TRUE,Cluster II,Higher Imp binding,-0.373800783,0.321460082
FBgn0000317,ck,TRUE,FALSE,Cluster II,Higher Imp binding,-0.371457745,0.438456849
FBgn0035092,Nplp1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.37118106,0.521537932
FBgn0027619,eIF3j,TRUE,TRUE,Cluster II,Higher Imp binding,-0.370597615,0.410244577
FBgn0263351,AP-2mu,TRUE,FALSE,Cluster II,Higher Imp binding,-0.364299172,0.557013016
FBgn0035165,CG13887,TRUE,FALSE,Cluster II,Higher Imp binding,-0.362874464,0.530355162
FBgn0022343,CG3760,FALSE,TRUE,Cluster II,Higher Imp binding,-0.360921113,0.427737455
FBgn0031322,CG5001,FALSE,TRUE,Cluster II,Higher Imp binding,-0.358302915,0.49603701100000003
FBgn0037607,CG8036,TRUE,TRUE,Cluster II,Higher Imp binding,-0.348730955,0.255559193
FBgn0053129,CG33129,TRUE,TRUE,Cluster II,Higher Imp binding,-0.345806124,0.519578152
FBgn0010909,msn,TRUE,TRUE,Cluster II,Higher Imp binding,-0.34569956,0.201014061
FBgn0033484,CG2269,TRUE,FALSE,Cluster II,Higher Imp binding,-0.342077682,0.593023333
FBgn0037728,p23,TRUE,TRUE,Cluster II,Higher Imp binding,-0.341938244,0.574140619
FBgn0052576,CG32576,TRUE,FALSE,Cluster II,Higher Imp binding,-0.340395385,0.601476441
FBgn0260462,CG12163,TRUE,FALSE,Cluster II,Higher Imp binding,-0.339749317,0.615628651
FBgn0024432,Dlc90F,TRUE,TRUE,Cluster II,Higher Imp binding,-0.338132976,0.564002312
FBgn0250791,alphaSnap,TRUE,FALSE,Cluster II,Higher Imp binding,-0.333805283,0.572969775
FBgn0260049,flr,TRUE,FALSE,Cluster II,Higher Imp binding,-0.331737301,0.612585763
FBgn0053978,CG33978,TRUE,TRUE,Cluster II,Higher Imp binding,-0.331199517,0.658824815
FBgn0047135,CG32276,FALSE,TRUE,Cluster II,Higher Imp binding,-0.331151918,0.379195947
FBgn0035526,CG1316,TRUE,FALSE,Cluster II,Higher Imp binding,-0.33064643,0.531635742
FBgn0004574,Rop,TRUE,FALSE,Cluster II,Higher Imp binding,-0.330035281,0.538066304
FBgn0000611,exd,TRUE,TRUE,Cluster II,Higher Imp binding,-0.327399625,0.613869843
FBgn0011217,eff,TRUE,TRUE,Cluster II,Higher Imp binding,-0.326355094,0.431021946
FBgn0015024,CkIalpha,TRUE,TRUE,Cluster II,Higher Imp binding,-0.323134451,0.558282652
FBgn0025865,Cortactin,TRUE,FALSE,Cluster II,Higher Imp binding,-0.322581719,0.457840863
FBgn0028894,GMF,TRUE,FALSE,Cluster II,Higher Imp binding,-0.322217365,0.626098113
FBgn0000083,AnxB9,TRUE,TRUE,Cluster II,Higher Imp binding,-0.320710402,0.592692836
FBgn0011573,Cdc37,TRUE,FALSE,Cluster II,Higher Imp binding,-0.320439052,0.578675334
FBgn0004177,mts,TRUE,TRUE,Cluster II,Higher Imp binding,-0.306309679,0.50341807
FBgn0065064,snoRNA:Psi28S-291,FALSE,TRUE,Cluster II,Higher Imp binding,-0.304962475,0.714908725
FBgn0039464,CG6330,TRUE,FALSE,Cluster II,Higher Imp binding,-0.302924404,0.669212793
FBgn0023529,CG2918,TRUE,FALSE,Cluster II,Higher Imp binding,-0.302597846,0.432719427
FBgn0267824,PRAS40,TRUE,FALSE,Cluster II,Higher Imp binding,-0.297268317,0.316092084
FBgn0039690,Gnpnat,TRUE,TRUE,Cluster II,Higher Imp binding,-0.295931163,0.594206804
FBgn0013726,pnut,TRUE,TRUE,Cluster II,Higher Imp binding,-0.294392588,0.433404512
FBgn0026401,Nipped-B,TRUE,TRUE,Cluster II,Higher Imp binding,-0.29336718,0.532322077
FBgn0086357,Sec61alpha,FALSE,TRUE,Cluster II,Higher Imp binding,-0.293209266,0.647480654
FBgn0043456,Ndf,TRUE,TRUE,Cluster II,Higher Imp binding,-0.28865662,0.409751091
FBgn0261789,SmD2,TRUE,TRUE,Cluster II,Higher Imp binding,-0.286412282,0.531635742
FBgn0000416,Sap-r,TRUE,TRUE,Cluster II,Higher Imp binding,-0.285804346,0.620847958
FBgn0032229,CG5045,TRUE,TRUE,Cluster II,Higher Imp binding,-0.285241913,0.648880536
FBgn0010238,Lac,TRUE,TRUE,Cluster II,Higher Imp binding,-0.284994003,0.641528238
FBgn0027865,Tsp96F,TRUE,TRUE,Cluster II,Higher Imp binding,-0.283265779,0.585158346
FBgn0015795,Rab7,TRUE,FALSE,Cluster II,Higher Imp binding,-0.28302782,0.620847958
FBgn0262728,Pal2,TRUE,FALSE,Cluster II,Higher Imp binding,-0.282981126,0.699931406
FBgn0031896,CG4502,TRUE,FALSE,Cluster II,Higher Imp binding,-0.278652959,0.596443716
FBgn0031089,CG9572,TRUE,FALSE,Cluster II,Higher Imp binding,-0.278578437,0.751431997
FBgn0000024,Ace,TRUE,FALSE,Cluster II,Higher Imp binding,-0.277682432,0.352590551
FBgn0011016,SsRbeta,TRUE,TRUE,Cluster II,Higher Imp binding,-0.276874312,0.563496069
FBgn0259222,CG42322,TRUE,FALSE,Cluster II,Higher Imp binding,-0.274890787,0.649607111
FBgn0004237,Hrb87F,TRUE,TRUE,Cluster II,Higher Imp binding,-0.274301947,0.321100544
FBgn0265434,zip,TRUE,TRUE,Cluster II,Higher Imp binding,-0.268486781,0.450865993
FBgn0029708,CG3556,TRUE,FALSE,Cluster II,Higher Imp binding,-0.267962134,0.4608108
FBgn0261239,Hr39,TRUE,FALSE,Cluster II,Higher Imp binding,-0.267711368,0.359342489
FBgn0004363,porin,TRUE,TRUE,Cluster II,Higher Imp binding,-0.266575834,0.604283198
FBgn0003721,Tm1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.261955619,0.423376456
FBgn0039994,conu,TRUE,FALSE,Cluster II,Higher Imp binding,-0.261353775,0.642823068
FBgn0033915,CG8485,TRUE,FALSE,Cluster II,Higher Imp binding,-0.259468302,0.516327213
FBgn0030521,CtsB1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.257436986,0.671643228
FBgn0029814,CG15765,TRUE,FALSE,Cluster II,Higher Imp binding,-0.256329587,0.541991638
FBgn0001218,Hsc70-3,TRUE,TRUE,Cluster II,Higher Imp binding,-0.256227308,0.417859558
FBgn0036967,SCCRO4,TRUE,FALSE,Cluster II,Higher Imp binding,-0.255620878,0.508884794
FBgn0034432,CG7461,TRUE,FALSE,Cluster II,Higher Imp binding,-0.251601221,0.69358064
FBgn0034753,CG2852,TRUE,TRUE,Cluster II,Higher Imp binding,-0.251573401,0.710130502
FBgn0266549,lncRNA:CR45102,TRUE,TRUE,Cluster II,Higher Imp binding,-0.248532763,0.698639925
FBgn0032840,sNPF,TRUE,FALSE,Cluster II,Higher Imp binding,-0.244984388,0.723950038
FBgn0285925,Fas1,TRUE,FALSE,Cluster II,Higher Imp binding,-0.241391669,0.642175333
FBgn0259785,pzg,TRUE,TRUE,Cluster II,Higher Imp binding,-0.23894736,0.629262552
FBgn0031992,Acbp1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.237854001,0.721105308
FBgn0264855,AP-2alpha,TRUE,TRUE,Cluster II,Higher Imp binding,-0.236403761,0.641528238
FBgn0011604,Iswi,TRUE,FALSE,Cluster II,Higher Imp binding,-0.229879823,0.703638378
FBgn0036318,Wbp2,TRUE,TRUE,Cluster II,Higher Imp binding,-0.226044334,0.678462143
FBgn0024734,PRL-1,TRUE,TRUE,Cluster II,Higher Imp binding,-0.225803878,0.793697155
FBgn0036262,CG6910,TRUE,FALSE,Cluster II,Higher Imp binding,-0.22536463,NA
FBgn0028430,He,TRUE,TRUE,Cluster II,Higher Imp binding,-0.224292994,0.781338077
FBgn0031268,cold,TRUE,TRUE,Cluster II,Higher Imp binding,-0.223136885,0.691688299
FBgn0040334,Tsp3A,TRUE,FALSE,Cluster II,Higher Imp binding,-0.222347097,0.686762667
