gene_id,combined_patterns,ALNB_clusters,T2NB_clusters,MBNB_clusters,gene_name,temporal_group,imp_target,syp_target,RBP target,cluster_id,Cluster profile,cluster_code,gene_biotype
FBgn0016687,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,Nurf-38,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0016694,Down-regulated;Down-regulated;Peak-1,Down-regulated,Down-regulated,Peak-1,Pdp1,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0016697,Up-regulated;NA;NA,Up-regulated,NA,NA,Prosalpha5,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0016726,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL29,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0016754,Peak-3;NA;Up-regulated,Peak-3,NA,Up-regulated,sba,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0016762,Down-regulated;NA;NA,Down-regulated,NA,NA,angel,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0016917,Up-regulated;NA;NA,Up-regulated,NA,NA,Stat92E,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0016975,Up-regulated;NA;Up-regulated,Up-regulated,NA,Up-regulated,stnB,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0016976,Up-regulated;NA;Up-regulated,Up-regulated,NA,Up-regulated,stnA,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0016978,V2-regulated;NA;Up-regulated,V2-regulated,NA,Up-regulated,snRNP-U1-70K,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0017566,Up-regulated;NA;NA,Up-regulated,NA,NA,ND-75,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0017579,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL14,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0019661,Fluctuating;NA;Mid-peaks,Fluctuating,NA,Mid-peaks,lncRNA:roX1,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,ncRNA
FBgn0019661,Fluctuating;NA;Mid-peaks,Fluctuating,NA,Mid-peaks,lncRNA:roX1,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,ncRNA
FBgn0019936,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpS20,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0019972,Up-regulated;Up-regulated;Up-regulated,Up-regulated,Up-regulated,Up-regulated,Drice,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0020255,Up-regulated;Up-regulated;Peak-3,Up-regulated,Up-regulated,Peak-3,Ran,late,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0020445,Peak-2;Down-regulated;NA,Peak-2,Down-regulated,NA,E23,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0020618,Peak-2;Peak-1;Down-regulated,Peak-2,Peak-1,Down-regulated,Rack1,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0020633,Up-regulated;Up-regulated;Up-regulated,Up-regulated,Up-regulated,Up-regulated,Mcm7,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0020660,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,eIF4B,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0020910,Peak-2;Peak-1;Down-regulated,Peak-2,Peak-1,Down-regulated,RpL3,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0021760,Peak-1;NA;Down-regulated,Peak-1,NA,Down-regulated,chb,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0021761,Up-regulated;Up-regulated;Up-regulated,Up-regulated,Up-regulated,Up-regulated,Nup154,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0021895,Up-regulated;NA;Peak-3,Up-regulated,NA,Peak-3,ytr,late,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0021906,V2-regulated;NA;Peak-1,V2-regulated,NA,Peak-1,RFeSP,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0021995,Peak-2;NA;NA,Peak-2,NA,NA,Rs1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0022023,Peak-2;V3-regulated;Down-regulated,Peak-2,V3-regulated,Down-regulated,eIF3h,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0022213,Up-regulated;Up-regulated;Up-regulated,Up-regulated,Up-regulated,Up-regulated,Cse1,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0022238,Up-regulated;NA;Up-regulated,Up-regulated,NA,Up-regulated,lolal,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0022986,Up-regulated;NA;NA,Up-regulated,NA,NA,qkr58E-1,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0023170,Peak-2;NA;NA,Peak-2,NA,NA,RpL39,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0023174,Peak-2;NA;NA,Peak-2,NA,NA,Prosbeta2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0023213,Peak-1;NA;NA,Peak-1,NA,NA,eIF4G1,early,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0023395,Up-regulated;NA;Up-regulated,Up-regulated,NA,Up-regulated,Chd3,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0023524,Peak-1;NA;NA,Peak-1,NA,NA,CG3078,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0023526,Up-regulated;NA;NA,Up-regulated,NA,NA,CG2865,late,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0024183,Down-regulated;Peak-1;Peak-1,Down-regulated,Peak-1,Peak-1,vig,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0024250,Peak-3;Up-regulated;NA,Peak-3,Up-regulated,NA,brk,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0024321,Up-regulated;V3-regulated;NA,Up-regulated,V3-regulated,NA,NK7.1,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0024733,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL10,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0024804,Peak-2;Down-regulated;Peak-1,Peak-2,Down-regulated,Peak-1,Dbp80,early,TRUE,TRUE,Co-target,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0024836,Mid-peaks;NA;Peak-1,Mid-peaks,NA,Peak-1,stan,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0024841,Up-regulated;NA;NA,Up-regulated,NA,NA,Pcd,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0024985,Peak-1;Peak-1;NA,Peak-1,Peak-1,NA,Rilpl,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0025366,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,Ip259,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0025455,Down-regulated;Peak-1;NA,Down-regulated,Peak-1,NA,CycT,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0025582,Peak-2;Fluctuating;NA,Peak-2,Fluctuating,NA,eIF3e,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0025638,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,Roc1a,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0025712,V2-regulated;Up-regulated;Up-regulated,V2-regulated,Up-regulated,Up-regulated,CG13920,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0025716,Up-regulated;NA;NA,Up-regulated,NA,NA,Bap55,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0025814,Peak-2;NA;Peak-2,Peak-2,NA,Peak-2,Mgstl,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026150,Up-regulated;NA;Up-regulated,Up-regulated,NA,Up-regulated,ApepP,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0026160,Peak-3;NA;NA,Peak-3,NA,NA,tna,late,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0026197,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,lncRNA:noe,late,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,ncRNA
FBgn0026250,Down-regulated;NA;Down-regulated,Down-regulated,NA,Down-regulated,eIF1A,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0026262,Peak-1;NA;NA,Peak-1,NA,NA,bip2,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0026316,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,Ubc10,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026317,Peak-3;NA;NA,Peak-3,NA,NA,Tsc1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026319,Peak-1;Up-regulated;NA,Peak-1,Up-regulated,NA,Traf4,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026372,Down-regulated;Peak-1;Down-regulated,Down-regulated,Peak-1,Down-regulated,RpL23A,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0026409,Peak-1;NA;Down-regulated,Peak-1,NA,Down-regulated,Mpcp2,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0026616,Peak-3;NA;NA,Peak-3,NA,NA,alpha-Man-IIb,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0026619,Peak-2;NA;NA,Peak-2,NA,NA,Taz,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026666,Up-regulated;NA;NA,Up-regulated,NA,NA,MagR,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026777,Up-regulated;NA;NA,Up-regulated,NA,NA,Rad23,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0026869,Down-regulated;Down-regulated;V3-regulated,Down-regulated,Down-regulated,V3-regulated,Thd1,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0026879,Peak-2;NA;NA,Peak-2,NA,NA,CG13364,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027081,Up-regulated;NA;Peak-3,Up-regulated,NA,Peak-3,ThrRS,late,TRUE,TRUE,Co-target,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0027538,Down-regulated;NA;NA,Down-regulated,NA,NA,beta4GalNAcTA,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0027570,Down-regulated;NA;NA,Down-regulated,NA,NA,Nep2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027580,Peak-1;NA;Down-regulated,Peak-1,NA,Down-regulated,PCB,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027783,Peak-2;NA;NA,Peak-2,NA,NA,SMC2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0027865,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,Tsp96F,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0028327,Up-regulated;NA;NA,Up-regulated,NA,NA,l(1)G0320,late,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0028509,Down-regulated;Down-regulated;NA,Down-regulated,Down-regulated,NA,CenG1A,early,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0028526,Peak-3;NA;NA,Peak-3,NA,NA,CG15293,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0028554,V2-regulated;NA;Peak-2,V2-regulated,NA,Peak-2,x16,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0028697,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL15,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0029092,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,ced-6,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0029114,Mid-peaks;Peak-3;Peak-3,Mid-peaks,Peak-3,Peak-3,Tollo,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029123,V2-regulated;NA;Peak-3,V2-regulated,NA,Peak-3,SoxN,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0029134,Peak-2;NA;NA,Peak-2,NA,NA,Prosbeta5,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029174,Peak-2;NA;NA,Peak-2,NA,NA,Fkbp59,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029176,Peak-2;Peak-1;Down-regulated,Peak-2,Peak-1,Down-regulated,eEF1gamma,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029504,Mid-peaks;NA;Peak-1,Mid-peaks,NA,Peak-1,CHES-1-like,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0029629,Peak-2;NA;NA,Peak-2,NA,NA,eIF3g1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029657,Peak-3;NA;Peak-2,Peak-3,NA,Peak-2,CG12535,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029676,Up-regulated;V3-regulated;Up-regulated,Up-regulated,V3-regulated,Up-regulated,HIP-R,late,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0029785,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL35,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029801,Down-regulated;Peak-1;NA,Down-regulated,Peak-1,NA,CG15771,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0029824,Down-regulated;NA;NA,Down-regulated,NA,NA,CG3726,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0029897,Peak-2;NA;NA,Peak-2,NA,NA,RpL17,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0030037,Down-regulated;NA;NA,Down-regulated,NA,NA,Miga,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030067,Peak-2;NA;NA,Peak-2,NA,NA,Rbm13,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030077,Mid-peaks;NA;NA,Mid-peaks,NA,NA,CG15365,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030077,Mid-peaks;NA;NA,Mid-peaks,NA,NA,CG15365,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030082,Up-regulated;NA;NA,Up-regulated,NA,NA,HP1b,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030093,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,Bap111,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0030136,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpS28b,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0030183,Peak-2;NA;NA,Peak-2,NA,NA,CG15309,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030241,Up-regulated;Up-regulated;Up-regulated,Up-regulated,Up-regulated,Up-regulated,feo,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0030306,Up-regulated;NA;NA,Up-regulated,NA,NA,Spase25,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0030359,Mid-peaks;NA;NA,Mid-peaks,NA,NA,CG18130,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030359,Mid-peaks;NA;NA,Mid-peaks,NA,NA,CG18130,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030366,Up-regulated;NA;Up-regulated,Up-regulated,NA,Up-regulated,Usp7,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0030521,Up-regulated;NA;Fluctuating,Up-regulated,NA,Fluctuating,CtsB1,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0030616,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL37a,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030665,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,CG15646,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0030672,Down-regulated;NA;Down-regulated,Down-regulated,NA,Down-regulated,CG9281,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0030733,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,UQCR-14,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0030941,Up-regulated;Up-regulated;Up-regulated,Up-regulated,Up-regulated,Up-regulated,wgn,late,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0031022,Peak-2;NA;NA,Peak-2,NA,NA,CG12204,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031023,Peak-2;NA;NA,Peak-2,NA,NA,CG14200,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031065,Down-regulated;Peak-1;Peak-1,Down-regulated,Peak-1,Peak-1,CG14234,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031219,Down-regulated;NA;NA,Down-regulated,NA,NA,CG13694,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031251,Peak-2;Down-regulated;NA,Peak-2,Down-regulated,NA,CG4213,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031374,Down-regulated;NA;NA,Down-regulated,NA,NA,Wdr62,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031453,Fluctuating;NA;Peak-1,Fluctuating,NA,Peak-1,Bacc,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0031549,Up-regulated;NA;NA,Up-regulated,NA,NA,Spindly,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031632,Up-regulated;Up-regulated;Up-regulated,Up-regulated,Up-regulated,Up-regulated,CG15628,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0031643,Peak-2;NA;NA,Peak-2,NA,NA,CG3008,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031645,Peak-1;NA;NA,Peak-1,NA,NA,CG3036,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031776,Up-regulated;NA;NA,Up-regulated,NA,NA,Pfdn1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031822,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,Phf5a,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031886,Peak-2;NA;NA,Peak-2,NA,NA,Nuf2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031904,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,CG5149,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031977,Peak-2;NA;NA,Peak-2,NA,NA,baf,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0031980,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL36A,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0032034,Up-regulated;NA;NA,Up-regulated,NA,NA,Rcd4,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032101,Peak-2;NA;NA,Peak-2,NA,NA,CG9586,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032200,Up-regulated;Up-regulated;Up-regulated,Up-regulated,Up-regulated,Up-regulated,CG5676,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0032210,Peak-2;NA;NA,Peak-2,NA,NA,CYLD,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032216,Up-regulated;NA;NA,Up-regulated,NA,NA,Usp14,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032230,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,lft,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0032390,Peak-2;NA;NA,Peak-2,NA,NA,dgt2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032400,Down-regulated;Peak-1;Down-regulated,Down-regulated,Peak-1,Down-regulated,CG6770,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032518,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL24,early,TRUE,TRUE,Co-target,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0032586,Up-regulated;NA;NA,Up-regulated,NA,NA,Tpr2,late,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0032587,Down-regulated;NA;Peak-1,Down-regulated,NA,Peak-1,CG5953,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0032725,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,Nedd8,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0032817,Peak-2;Peak-1;Down-regulated,Peak-2,Peak-1,Down-regulated,CG10631,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032906,Peak-2;NA;NA,Peak-2,NA,NA,RPA2,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0032986,Peak-2;NA;NA,Peak-2,NA,NA,CG3262,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0032987,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpL21,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0033021,Up-regulated;NA;NA,Up-regulated,NA,NA,CG10417,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0033081,Up-regulated;NA;Peak-3,Up-regulated,NA,Peak-3,geminin,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033101,Peak-2;NA;NA,Peak-2,NA,NA,CG9436,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033187,Peak-3;NA;NA,Peak-3,NA,NA,PIG-G,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033188,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,Drat,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033196,Down-regulated;Down-regulated;Peak-1,Down-regulated,Down-regulated,Peak-1,CG1358,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033246,Peak-1;NA;NA,Peak-1,NA,NA,ACC,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033268,Peak-2;NA;NA,Peak-2,NA,NA,Obp44a,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033341,Up-regulated;NA;NA,Up-regulated,NA,NA,MrgBP,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033357,Peak-2;NA;NA,Peak-2,NA,NA,Tom7,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033402,Mid-peaks;Down-regulated;Down-regulated,Mid-peaks,Down-regulated,Down-regulated,Myd88,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033438,Peak-1;Peak-3;Peak-3,Peak-1,Peak-3,Peak-3,Mmp2,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033463,Down-regulated;Down-regulated;NA,Down-regulated,Down-regulated,NA,CG1513,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0033483,Peak-2;Peak-1;Peak-1,Peak-2,Peak-1,Peak-1,egr,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033529,Down-regulated;Down-regulated;NA,Down-regulated,Down-regulated,NA,CG17765,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0033555,Up-regulated;Up-regulated;NA,Up-regulated,Up-regulated,NA,RpS15Ab,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033691,Up-regulated;NA;NA,Up-regulated,NA,NA,CG8860,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0033699,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpS11,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0033812,Peak-2;NA;NA,Peak-2,NA,NA,Pex13,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033866,Peak-3;NA;NA,Peak-3,NA,NA,CG6280,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033867,Peak-3;NA;NA,Peak-3,NA,NA,Cpr50Ca,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033869,Peak-2;NA;NA,Peak-2,NA,NA,Cpr50Cb,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033902,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,eIF3m,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0033912,Peak-2;NA;Down-regulated,Peak-2,NA,Down-regulated,RpS23,early,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0033968,Mid-peaks;NA;NA,Mid-peaks,NA,NA,hui,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0033968,Mid-peaks;NA;NA,Mid-peaks,NA,NA,hui,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0034067,Down-regulated;NA;NA,Down-regulated,NA,NA,CG8399,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034098,Peak-2;NA;NA,Peak-2,NA,NA,krimp,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0034186,Peak-3;NA;NA,Peak-3,NA,NA,CG8950,late,FALSE,FALSE,non-target,NA,NA,NA,NA
